Side,Carry,Club
25.587671043105566,187.4162382458527,5-wood
-21.53921140008817,183.2577873506033,Hybrid
-26.119004794958034,185.23454735938552,Hybrid
-10.904132676986531,179.56611785635715,Hybrid
9.25282024734852,191.22571652035845,Hybrid
7.840048846405827,168.86096685518444,Hybrid
-20.133656277320927,180.7151191404956,Hybrid
0.702510400846284,173.66517960941854,Hybrid
-12.454206468270076,187.60569073803907,Hybrid
17.02653978314163,172.09367447981415,Hybrid
-1.6279605946093512,187.23799598688598,Hybrid
-6.029244871099953,185.6219909065212,Hybrid
-1.1309931811136817,182.2895537426478,Hybrid
-2.1283613457433006,178.43797358984924,Hybrid
3.0097952965112937,176.96363660954052,Hybrid
-3.1257922573854615,177.63763413944133,Hybrid
0.6424529035170785,177.26495635143763,Hybrid
-1.45753902928417,195.50080255336158,Hybrid
7.022531337565273,173.82703104469977,Hybrid
-18.156235212562574,176.13292411859905,Hybrid
8.140672823533267,176.74532674249193,Hybrid
-28.107023637068306,191.13016657066493,Hybrid
6.279194242430545,171.06949290557753,Hybrid
-29.53462985323381,175.93911684752987,Hybrid
16.349473588924944,177.2593933681965,Hybrid
-7.370637755580681,183.48361612177317,Hybrid
3.418015026184207,178.93166427052788,Hybrid
3.5931088447454043,178.09630153008715,Hybrid
1.3601931011164596,164.25677971800653,Hybrid
-0.0316217541429966,182.5614935003071,Hybrid
-18.10913813085721,182.5470584722793,Hybrid
-23.173254787530766,173.62856849155966,4 Iron
4.059400587380737,169.03492582492518,4 Iron
-5.132336186914916,186.75391934928706,4 Iron
-16.810671770643093,186.98326010711372,4 Iron
-21.497975097056216,189.2326103557404,4 Iron
-7.39506835940241,180.56764057484742,4 Iron
20.663524304969535,170.10255749855332,4 Iron
27.60368254573381,168.08374422685336,4 Iron
-36.87917381469342,178.51954381258884,4 Iron
-7.90297808484069,180.24750602707215,4 Iron
-10.025828466884157,164.3040965127788,4 Iron
-2.954644618523039,174.6000404332623,4 Iron
-5.477725191154473,172.36746477636675,4 Iron
-18.57769886349975,177.4790616706461,4 Iron
1.0177616931290432,174.14165906246893,4 Iron
7.160645878861153,174.36539169295088,4 Iron
-17.180147446079566,179.48767881896333,4 Iron
-0.006597989238534423,171.3048176532394,4 Iron
21.02502491735466,186.72961227723442,4 Iron
6.718870764464708,164.30757769647144,4 Iron
-15.223622501615012,169.8483347934116,4 Iron
27.026025392242477,168.40515989759677,4 Iron
-35.73379347006939,178.60583943293565,4 Iron
1.342045239547744,176.51708523815242,4 Iron
3.1611057849521154,168.27297639396346,4 Iron
-11.446799556746214,193.38386043662467,4 Iron
14.433554081809485,171.42294621801238,4 Iron
4.478199271896429,165.15929387735468,4 Iron
-0.8917402267684169,184.6620661470535,4 Iron
-10.144467115436221,183.02697556007945,4 Iron
-9.037823163160223,168.96628393796593,5 Iron
-1.5986379856943647,173.82323238042744,5 Iron
13.663709412989071,167.73824577242314,5 Iron
17.96249531518851,164.49382860328038,5 Iron
-25.644311539666127,160.6783915924626,5 Iron
-28.623724694376616,166.971736190033,5 Iron
-3.2276007528385993,181.78275646485895,5 Iron
-9.040791260717052,174.339281333222,5 Iron
24.400149889330528,159.7480825365261,5 Iron
1.1580024180000807,161.1611093485851,5 Iron
-28.63965823362975,166.79419813420498,5 Iron
8.396911537956251,158.46953172306405,5 Iron
-24.518866375145564,166.82789415148002,5 Iron
-4.72200762244781,177.5231442013373,5 Iron
-17.86714809820386,178.3851271256514,5 Iron
-1.5854458487062217,176.40434003015915,5 Iron
-1.1449057433769623,168.48091054000142,5 Iron
-6.031846237708701,176.79621139782722,5 Iron
3.2801857887044483,165.12907035531185,5 Iron
-15.632041257264758,168.31193230912763,5 Iron
22.600673684930335,170.66607676961831,5 Iron
3.3391220825896264,167.5262902557759,5 Iron
5.149154388928077,169.98365144712,5 Iron
-2.0645166838187934,178.52063899512171,5 Iron
25.210418594165127,160.62732345028846,5 Iron
-12.826785095720753,173.80513753834677,5 Iron
-18.626312257102715,174.06565689019988,5 Iron
3.376450541564093,155.28307115412008,5 Iron
2.5443608384176057,158.95283874197673,5 Iron
-16.85188752442355,165.510184316159,5 Iron
-0.5230673794642937,156.36501083652416,6 Iron
1.0699586297113821,152.89194176235895,6 Iron
-4.961276998538019,154.76093834304933,6 Iron
11.742400646252802,149.35631132120568,6 Iron
-7.453617381568436,161.9239904738852,6 Iron
-26.405026391363442,152.31853025428103,6 Iron
22.022395618934237,162.33793104503965,6 Iron
21.337730742312537,153.71685180276265,6 Iron
20.076773783505704,153.20309045889962,6 Iron
9.09809702961913,148.56655619669036,6 Iron
8.725250457436259,157.31500208791297,6 Iron
-27.981047849055763,156.32102963158061,6 Iron
6.891232403151027,142.5100779100863,6 Iron
-5.647154450967364,161.22951538061815,6 Iron
-15.49243646841537,152.19320706452274,6 Iron
0.1851228211050678,151.39606537350073,6 Iron
10.629019616784102,149.01553093770497,6 Iron
-7.413664196676334,172.1422513308964,6 Iron
7.034273359616525,152.8587082787873,6 Iron
15.54412497026317,153.688071847087,6 Iron
-15.343067966971942,156.68364372185894,6 Iron
-23.077132260384428,157.48467666310515,6 Iron
5.581020321295482,146.85562723563334,6 Iron
0.5516051609431168,153.6009817351909,6 Iron
-32.7316262135604,163.8228405364183,6 Iron
-24.223720111714552,157.7447949116002,6 Iron
16.527406605969404,156.71207899370307,6 Iron
29.15918510160645,162.2567983172636,6 Iron
-22.98733178078015,162.58054639574019,6 Iron
21.137211569038012,153.6356561861948,6 Iron
-21.308617690631134,151.35055205474774,7 Iron
11.924637271400622,138.2415967259668,7 Iron
-3.294413473157841,151.70478480802313,7 Iron
9.590374697221714,140.76113310533478,7 Iron
-11.03663578781292,148.94733798663793,7 Iron
17.70716849959008,138.2108898875552,7 Iron
-1.5125479387775287,144.43509782283334,7 Iron
5.615298933102839,144.26298773694944,7 Iron
8.640231953232249,146.44614676821627,7 Iron
4.98196073194244,149.03928407166742,7 Iron
19.226008336278454,145.7006785763104,7 Iron
9.208965087553016,138.51541928776697,7 Iron
-7.730381250319198,145.9409236925532,7 Iron
1.647925120057166,143.33915867056652,7 Iron
-19.161756986607482,143.9402379455444,7 Iron
-11.735040408006762,149.6691216332559,7 Iron
1.4075015997288476,137.33730235621368,7 Iron
5.622559755166266,135.3691758737325,7 Iron
2.2510737741376277,136.66901298483114,7 Iron
-8.28574083490834,148.2413567275275,7 Iron
8.801443390984973,133.61688552472665,7 Iron
-16.85544325912102,156.95421891141763,7 Iron
-13.945440407425679,149.59039862667285,7 Iron
-5.502875417224269,146.7180043361027,7 Iron
15.069399948449473,143.9581652256646,7 Iron
7.837766225468652,131.75109440595975,7 Iron
-7.394951023187428,146.01576634258643,7 Iron
9.330203920552725,132.43602038207428,7 Iron
18.87108061139878,134.42203355993306,7 Iron
2.8282225423080227,152.83461216257666,7 Iron
-2.0654112889317076,140.09614017178924,8 Iron
2.7471026060312806,140.57292289784013,8 Iron
-2.1444988863426255,133.32215236599677,8 Iron
0.4901273096912478,124.1525905271874,8 Iron
-4.32333668656834,137.05542158915375,8 Iron
2.474056878693004,126.66118859280986,8 Iron
-7.0187289958137065,136.52406737187363,8 Iron
15.137256384770112,133.55258251066977,8 Iron
11.90587896298887,133.3884169193108,8 Iron
-27.134503652194297,137.1429587037442,8 Iron
2.8586485876165684,122.83358885192548,8 Iron
-14.035833166722707,145.995876886484,8 Iron
8.8857735160353,134.86041004766133,8 Iron
5.426032461347957,126.9308774149783,8 Iron
-21.479023329759737,141.14720086064568,8 Iron
-0.3793248404245343,134.88933216880957,8 Iron
23.426764689587458,135.57428802982852,8 Iron
-7.382135580509082,149.86246027262865,8 Iron
-9.25834671453254,138.44549938470394,8 Iron
8.08661393850445,133.93941002505034,8 Iron
17.668853579197584,134.67869570409283,8 Iron
9.788766996134942,125.06227561036677,8 Iron
3.475786722253737,125.50043256579346,8 Iron
2.88357915533545,136.97882022955153,8 Iron
-17.095559295970148,138.10113786845605,8 Iron
11.712811857397908,127.74844713308377,8 Iron
11.71429795768543,140.1093793208782,8 Iron
-8.113287852808561,138.24501610977552,8 Iron
-0.38546464685574106,136.32199747849526,8 Iron
3.711989449999141,139.20680825989513,8 Iron
0.4713287499150318,114.97226181305143,9 Iron
1.495629878204472,117.59520667906024,9 Iron
-13.702981370313054,132.72733333491934,9 Iron
-11.247199745000875,132.24389445928227,9 Iron
-2.602812220046682,127.49138874837465,9 Iron
-6.25460189122356,117.42081884817203,9 Iron
3.8838603191987087,124.52366946811502,9 Iron
-16.20457741799477,129.3475609655138,9 Iron
0.5855062711593354,113.89907591355694,9 Iron
6.755277288194768,120.71879865364618,9 Iron
-11.495530277979103,126.70667838192144,9 Iron
-9.0381095801707,127.46116485982127,9 Iron
-8.839031663873529,129.8993769182993,9 Iron
6.2435523060193185,120.66573281539988,9 Iron
3.6829135516241704,111.20416450894824,9 Iron
-14.586125585905267,127.14398711983354,9 Iron
-8.772541294082309,123.50726181511696,9 Iron
11.627746972115704,122.21116467895499,9 Iron
6.580138982374267,118.68659306371136,9 Iron
-0.6561539010049035,138.04110333503917,9 Iron
-2.689266032793876,130.54028921783532,9 Iron
25.073866380659545,123.27226409608855,9 Iron
-2.311867175936089,121.16898538680879,9 Iron
-1.7836761508827281,128.46251831205933,9 Iron
12.67641244968442,118.63588581905138,9 Iron
10.66051934536717,117.06010804456368,9 Iron
1.8862621378748239,123.48436431508354,9 Iron
0.7798217181825635,116.04015796935315,9 Iron
13.459094814123084,126.51415250523117,9 Iron
8.015308621856642,127.04158220039244,9 Iron
-10.350940504622535,116.23462388802508,PW
7.987709110078223,119.90721010504353,PW
-19.44383927956177,113.97261208069186,PW
-6.72489857196767,121.52040283313897,PW
-2.0996133309693708,116.3777167646443,PW
4.81534376221105,110.73511778697359,PW
7.974055254659191,114.08189293870296,PW
-1.6372177958908651,113.64441573360806,PW
-10.794527218772243,113.55922113843083,PW
-20.177764350666532,114.43185613183013,PW
-13.331961984186991,115.89764185680231,PW
4.449729630323839,110.52314955211384,PW
-7.583501951547683,116.83234336454876,PW
13.568316689401511,111.76600163807052,PW
3.9419577952035447,108.59408630062465,PW
7.050101526333824,102.76440031713216,PW
8.486626809920972,109.23308588451899,PW
-14.975644167509417,106.00439987703037,PW
8.797384262809372,112.00862103074505,PW
-14.479009141245621,110.12192687670549,PW
-5.951219493789432,125.58949418293051,PW
-4.4465916595711965,110.64183208495113,PW
-11.329103464548533,115.698057465322,PW
4.79553999208253,120.13047178691303,PW
14.584346192243038,110.47263593464844,PW
5.758947928945274,105.01582754041087,PW
-1.7706080408106382,115.82643797204737,PW
-8.989827791130548,125.62491602309464,PW
7.672513593533587,108.05169346240764,PW
17.381938496103384,106.8321639217025,PW
-18.209465382070178,106.40611412569308,50 deg
-3.8509507204138265,115.27442954144605,50 deg
16.984415850905275,107.67061837061284,50 deg
1.257692254770033,108.93183692871017,50 deg
-11.933300062335384,108.26575832154376,50 deg
1.951484256045466,99.32966942382174,50 deg
-9.786586913014444,111.9439738068897,50 deg
12.111303975783345,92.26149069408538,50 deg
4.107478790171031,100.59978632824301,50 deg
-3.084108000923665,111.16232552038609,50 deg
13.308530232884934,99.21080167069175,50 deg
-5.875549949116895,113.55213359713714,50 deg
-0.8398404823038055,115.09360231707632,50 deg
9.796867388997402,108.48268458451925,50 deg
2.2633887921091826,112.01827066138057,50 deg
7.542537108948237,104.98576791504918,50 deg
-9.523505083197783,116.82444722151891,50 deg
3.0410399933438717,107.82602109782673,50 deg
-6.149750501713358,114.82338464746756,50 deg
-7.278339954844621,109.71343302077696,50 deg
-10.344389556797056,113.18053268301226,50 deg
3.7600838055314387,110.84316721030275,50 deg
15.254361536603149,100.62622298122724,50 deg
-2.0040598081330834,118.07884191784783,50 deg
7.994184017738177,101.53475220731119,50 deg
10.76535255194053,98.18899500746461,50 deg
-2.0775692428152084,112.26239856627575,50 deg
-7.462403569945236,110.2316107893095,50 deg
6.268623442036073,108.47106516175187,50 deg
-13.63969619400618,114.31285225307322,50 deg
2.5038620049960416,89.50593729357335,54 deg
-7.482259436202478,97.3961135208647,54 deg
3.736946331422303,97.28910519424097,54 deg
-0.34592475883657886,99.69152482498218,54 deg
0.8409697713684453,86.79582574436509,54 deg
4.832399772441187,92.65167182359653,54 deg
7.816340946610765,93.26174660472056,54 deg
7.322784473075012,93.95181666676125,54 deg
-1.0459313000912234,103.20289615115766,54 deg
1.9318229818198425,91.89554093657105,54 deg
12.877220204761628,99.16237971338326,54 deg
-8.264181162444459,102.53144965447812,54 deg
8.997730722275612,97.32885349327255,54 deg
7.439963261008651,96.98685240183454,54 deg
-15.58580556316456,100.59419187579724,54 deg
11.270340611947153,82.48732793062103,54 deg
-5.065385460574315,97.15850135698768,54 deg
-8.558337541059874,97.09417096244798,54 deg
15.332970433889752,94.91859356484557,54 deg
10.479831888346842,94.21162085856777,54 deg
6.394753605700349,90.34358814311095,54 deg
1.4594440904439796,92.41014208281537,54 deg
-2.987474033728,95.35385662429992,54 deg
-5.832565343825383,99.48830914259712,54 deg
-1.480608145665205,96.69544512111105,54 deg
-12.193253849503575,104.97559625261684,54 deg
-7.380969689924497,98.63408085858987,54 deg
2.1656124839077733,95.5066276003376,54 deg
1.9992699353567116,92.13328153262053,54 deg
-6.960451027271093,99.66373630129331,54 deg
3.1339915508118428,75.85154454661205,60 deg
7.18026191009705,70.90777868544163,60 deg
-4.091583117795318,78.04924365845017,60 deg
-3.5300886924443766,82.87494929948538,60 deg
-3.8356357196366253,83.1840851046062,60 deg
-2.259591268395624,77.03222084891348,60 deg
-1.9277314785611326,81.2109571183335,60 deg
-6.652160447036258,84.82375063610506,60 deg
8.460124538920077,72.93933144763957,60 deg
6.538724553031559,82.36234723737967,60 deg
-3.7890638043150138,80.77070751094872,60 deg
2.698627263598999,76.98964029349727,60 deg
4.315014340540747,74.75400372160631,60 deg
-3.1447463112775047,80.33096719910492,60 deg
2.77386545270494,76.20284164905655,60 deg
-3.0088808125963875,84.87100876105194,60 deg
1.003599512925542,78.00578410894587,60 deg
5.369431805556507,69.86702306958422,60 deg
-0.03124554265029864,79.17075751010807,60 deg
6.827771634113095,66.00459223636585,60 deg
-1.5605273374908815,78.0717801022363,60 deg
-2.096915121777308,79.44365394385056,60 deg
-0.7967709540993768,87.01460845759645,60 deg
2.950359643192603,80.12587364743848,60 deg
-2.5640448921867627,77.85399308057771,60 deg
5.702395294764347,71.83402497885123,60 deg
4.214133452842667,79.48131276875247,60 deg
-1.7784683352668007,85.17181834900856,60 deg
-15.195485856780138,87.61723328964791,60 deg
7.0712785466354156,75.26428397480994,60 deg
-4.824035767155612,90.4680467252081,H 50 deg
-4.642802316495002,95.4852502262351,H 50 deg
-5.958144703777507,87.31258444522537,H 50 deg
8.149436844999048,87.7009170464369,H 50 deg
1.6495378934024636,79.07935331717239,H 50 deg
4.743149749179432,82.7965332689402,H 50 deg
8.094490876931841,85.45099870846757,H 50 deg
-6.952801993962005,84.3819614282161,H 50 deg
-3.9049645181849244,87.98285619618801,H 50 deg
8.36002335069764,77.8189992442797,H 50 deg
-4.5437873332517915,86.37139316816211,H 50 deg
-5.411973141795039,89.80493022465735,H 50 deg
-0.20388569123204242,90.7436235602398,H 50 deg
0.5702992858023701,88.16627226499902,H 50 deg
-17.52496937517789,90.68569434205259,H 50 deg
4.6432091092848475,83.24652169100625,H 50 deg
-15.476602940664804,91.79610898352696,H 50 deg
-4.4722422797236066,87.25807758756811,H 50 deg
-1.8408303511816384,90.2615596482284,H 50 deg
-2.3366784671249055,87.36757107481505,H 50 deg
-7.457278960405066,87.51895872164751,H 50 deg
10.863486859225862,83.0740043553558,H 50 deg
6.950044446038856,81.38411021280609,H 50 deg
-6.141233557422511,91.61171581393361,H 50 deg
0.5706216468418752,85.7218537634433,H 50 deg
-6.145764051153737,89.71260438808058,H 50 deg
-3.2118599968375636,87.82986108924058,H 50 deg
-1.2181328666070417,88.15840979621562,H 50 deg
4.971376887459807,78.55297220604126,H 50 deg
-2.8745083087772993,89.5384782365971,H 50 deg
-1.278939047231789,71.80233895155666,3Q 60 deg
2.3152502789557645,66.25667002608694,3Q 60 deg
-1.2262607829353682,65.14644531367489,3Q 60 deg
-0.6619055626654416,70.38046329187954,3Q 60 deg
-5.026305981886539,63.216080584074376,3Q 60 deg
3.9704714859325914,59.659831306511194,3Q 60 deg
2.637906028954878,62.612063256689154,3Q 60 deg
-7.1744231630527775,69.66564542414119,3Q 60 deg
5.553152333503199,62.00160752871709,3Q 60 deg
-6.087178048581061,70.78426558478365,3Q 60 deg
7.009806755892221,61.615438065230634,3Q 60 deg
2.5422921063829476,58.49581498930063,3Q 60 deg
6.373350335913548,63.92186309463458,3Q 60 deg
-0.18208161018517963,72.18504146453283,3Q 60 deg
1.2807949447698372,63.88396480527404,3Q 60 deg
-8.756085940972145,72.77440816589873,3Q 60 deg
0.5822209947244659,58.574192248675516,3Q 60 deg
-11.771230207149237,68.81349023464998,3Q 60 deg
2.7716618310576915,63.521366485483,3Q 60 deg
-8.086302560493994,71.8646525031822,3Q 60 deg
-1.4875151173655627,65.6990439123869,3Q 60 deg
2.753546943560111,58.13891588313013,3Q 60 deg
-4.413520184140841,69.31505637916888,3Q 60 deg
-12.300094319988819,71.86838894014795,3Q 60 deg
5.693566387665256,61.50256924897673,3Q 60 deg
-8.278711267506555,68.0347597547256,3Q 60 deg
-1.5460902995535677,68.5141565009735,3Q 60 deg
2.251542388282519,62.1979964091376,3Q 60 deg
-2.8386458427821974,69.03808084983797,3Q 60 deg
1.4998732345562384,61.99479056157086,3Q 60 deg
5.182192511471472,50.7699006975264,H 54 deg
-0.7336050168501331,58.91001175600991,H 54 deg
-2.2393208534730955,54.11445356434432,H 54 deg
-3.447453682056918,59.887955149608665,H 54 deg
4.084198611663604,51.021781101132504,H 54 deg
2.6337671752305125,49.413731233693085,H 54 deg
-2.5935205070844654,61.01811208986968,H 54 deg
1.1886134720580217,56.06253051789995,H 54 deg
6.5746666366228865,55.37556542985842,H 54 deg
5.393519442456658,54.60038340960793,H 54 deg
6.939339255659279,54.3203009612234,H 54 deg
4.249400460777078,53.12086665322149,H 54 deg
1.2783243413675542,52.1101151410527,H 54 deg
2.825249048120037,55.18636260590418,H 54 deg
5.202954848970877,53.239849043968356,H 54 deg
3.3815336175796293,48.512735257980765,H 54 deg
-5.955132315183588,59.25143546641962,H 54 deg
-0.40424823805662147,61.392121519386954,H 54 deg
-1.9948754598291938,59.76427475629899,H 54 deg
-1.8766996432296916,61.35603327841943,H 54 deg
1.4765860183172006,53.664087640873696,H 54 deg
-1.5257860957340086,59.03147433285319,H 54 deg
-5.129405842967561,58.80328460000545,H 54 deg
-9.381024605764573,63.92992452290175,H 54 deg
6.597509145352896,54.036246594023424,H 54 deg
1.0335950073449391,52.920975335554374,H 54 deg
-4.250617503705271,61.70930006527071,H 54 deg
-1.35248164370879,63.07613600193112,H 54 deg
6.154338680263656,51.69711240457151,H 54 deg
-0.3625301112629354,58.848986792760314,H 54 deg
3.8647646973157377,34.60150634332703,H 60 deg
2.1660194402622395,38.73958728187992,H 60 deg
3.0692155130843872,40.35069701433941,H 60 deg
0.5833390573103379,38.26236441064652,H 60 deg
-1.0828993575514343,44.22148174868845,H 60 deg
0.34771951022198555,35.86352132204119,H 60 deg
4.284710024858584,35.402608206683695,H 60 deg
1.223558373571419,35.04423144582544,H 60 deg
-1.0462237811678505,41.12373338560783,H 60 deg
-0.3901192435968472,43.553864989824184,H 60 deg
-2.164147751634995,43.72595991071656,H 60 deg
0.3922178379604425,37.223633495248826,H 60 deg
0.9238067016255425,35.759053425589734,H 60 deg
1.6306091527929167,36.12821819459213,H 60 deg
-4.1634513183940784,43.82351373022749,H 60 deg
-0.11640328084356419,44.225764652581184,H 60 deg
-0.5971535309546683,43.279953340978196,H 60 deg
0.08371376591143029,34.51887425467014,H 60 deg
-1.1175711142922984,44.635171372516,H 60 deg
5.591026741650415,34.619891463778075,H 60 deg
-1.353766520117228,43.00878299439564,H 60 deg
-2.180466816965948,45.388900311383544,H 60 deg
0.34110723000417204,40.026488722657014,H 60 deg
4.282600323683355,39.229198073896136,H 60 deg
-4.110577866312499,43.02691058574985,H 60 deg
2.497939359634878,34.621365899874,H 60 deg
6.0511594742522385,34.28765705112817,H 60 deg
0.18753877210527353,36.17544527542164,H 60 deg
4.018627713248277,37.30704414473287,H 60 deg
0.7712956151446165,35.545342176932714,H 60 deg
0.3819317561776325,23.430869879766437,1Q 60 deg
-0.7497860019551841,30.077967285607105,1Q 60 deg
-0.8826952847809116,27.522333920523796,1Q 60 deg
0.199750480197261,24.44500351667831,1Q 60 deg
4.2343276591391925,23.944881879308873,1Q 60 deg
0.6995936596653444,23.078959610418934,1Q 60 deg
-0.6372854391885193,29.9498763380247,1Q 60 deg
-3.955362212215915,29.485532580949723,1Q 60 deg
0.4217690555152576,23.929364947564494,1Q 60 deg
2.263224725666509,21.678152401043466,1Q 60 deg
-2.293089646334575,29.418495982295003,1Q 60 deg
-0.09515759591260105,29.94280298755191,1Q 60 deg
0.6438568369147272,22.434382887622437,1Q 60 deg
0.7046883519637898,22.691779191264384,1Q 60 deg
-1.511210030877964,28.02282044332143,1Q 60 deg
-2.014623344025903,29.146047625038985,1Q 60 deg
-1.2108075521478179,27.249980265932916,1Q 60 deg
1.2358825970665137,23.53712723546999,1Q 60 deg
-0.4877617957406388,33.5102007496802,1Q 60 deg
2.1994366920423656,22.61649031481205,1Q 60 deg
-1.7111702283634258,31.74742883977834,1Q 60 deg
3.621735199648276,21.994141845011885,1Q 60 deg
3.987481766164509,23.472402063118967,1Q 60 deg
-0.3639826538618635,30.46049412537353,1Q 60 deg
-0.37527245018372063,29.475866132486473,1Q 60 deg
0.6817303591070217,22.024945481561026,1Q 60 deg
1.155873826848701,21.108860212862687,1Q 60 deg
3.658043992401545,23.33702400157703,1Q 60 deg
-0.9274744447745529,30.109935107015268,1Q 60 deg
0.3856548654439806,25.076511265443408,1Q 60 deg
-0.29735166778133837,21.36716658371766,1E 60 deg
0.2397097198420846,12.609167874532963,1E 60 deg
1.0610780233496147,13.487866868689066,1E 60 deg
0.2584992770617748,11.058633298905782,1E 60 deg
-0.5180301162493817,19.22806316276872,1E 60 deg
2.1109377788356474,12.408087715047696,1E 60 deg
0.35066069045258347,11.753478542548248,1E 60 deg
-0.5921183205268838,18.86052533128055,1E 60 deg
0.06458553939658239,13.36857634745236,1E 60 deg
-0.6345756282492685,19.344166671413944,1E 60 deg
-0.5769526562152999,22.19883692832461,1E 60 deg
0.14384924660641826,10.963190490554073,1E 60 deg
-0.8827681812460159,21.24938581935368,1E 60 deg
-1.7495993770192082,20.375909123340993,1E 60 deg
0.6290440318119039,15.172412191050515,1E 60 deg
0.17374720976706065,13.903018869749346,1E 60 deg
-2.4120362190920983,18.128259303943793,1E 60 deg
-0.5589976820387837,19.435002734443948,1E 60 deg
-0.9828032985880946,19.92438114306455,1E 60 deg
-1.1903753499100154,21.455717334745266,1E 60 deg
2.4455602856611,12.54190175008546,1E 60 deg
-0.6826598528368534,20.865153358051554,1E 60 deg
-0.21688082468793862,20.42854351030733,1E 60 deg
-0.6878049571218301,21.302820371464655,1E 60 deg
-0.29467900444330564,19.876338759507927,1E 60 deg
1.533989802527412,12.836649233909311,1E 60 deg
-0.37907730888649777,22.378787521577912,1E 60 deg
0.5455190127540749,14.586923813695124,1E 60 deg
-0.9303914109004828,21.663712147530063,1E 60 deg
-0.5902404011654387,19.129860861922726,1E 60 deg
